Energy_Meter_ID,Month_Index,Previous_Reading,Present_Reading,Difference,Meter_Status,Is_Theft,Theft_Type,Year,Month,Meter_Constant,Net_Energy_MU,Type of Meter (EM/ ETV),Particulars
SYN_T_0714,26,2881.04,2893.53,12.49,OK,0,,2022,February,1000,124.9,EM,Synthetic
SYN_T_0714,27,2893.53,2901.3,7.77,OK,1,Tampering_Intermittent,2022,March,1000,77.69999999999999,EM,Synthetic
SYN_T_0714,28,2901.3,2915.14,13.84,OK,0,,2022,April,1000,138.4,EM,Synthetic
SYN_T_0714,29,2915.14,2927.78,12.64,OK,0,,2022,May,1000,126.4,EM,Synthetic
SYN_T_0714,30,2927.78,2937.83,10.05,OK,0,,2022,June,1000,100.5,EM,Synthetic
SYN_T_0714,31,2937.83,2947.83,10.0,OK,0,,2022,July,1000,100.0,EM,Synthetic
SYN_T_0714,32,2947.83,2953.14,5.32,OK,1,Tampering_Intermittent,2022,August,1000,53.2,EM,Synthetic
SYN_T_0714,33,2953.14,2959.72,6.58,OK,1,Tampering_Intermittent,2022,September,1000,65.8,EM,Synthetic
SYN_T_0714,34,2959.72,2969.72,10.0,OK,0,,2022,October,1000,100.0,EM,Synthetic
SYN_T_0714,35,2969.72,2979.72,10.0,OK,0,,2022,November,1000,100.0,EM,Synthetic
SYN_T_0714,36,2979.72,2989.72,10.0,OK,0,,2022,December,1000,100.0,EM,Synthetic
SYN_T_0714,37,2989.72,3001.03,11.31,OK,0,,2023,January,1000,113.10000000000001,EM,Synthetic
SYN_T_0714,38,3001.03,3012.6,11.56,OK,0,,2023,February,1000,115.60000000000001,EM,Synthetic
SYN_T_0714,39,3012.6,3024.3,11.7,OK,0,,2023,March,1000,117.0,EM,Synthetic
SYN_T_0714,40,3024.3,3029.08,4.78,OK,1,Tampering_Intermittent,2023,April,1000,47.800000000000004,EM,Synthetic
SYN_T_0714,41,3029.08,3041.36,12.28,OK,0,,2023,May,1000,122.8,EM,Synthetic
SYN_T_0714,42,3041.36,3052.84,11.48,OK,0,,2023,June,1000,114.80000000000001,EM,Synthetic
SYN_T_0714,43,3052.84,3062.84,10.0,OK,0,,2023,July,1000,100.0,EM,Synthetic
SYN_T_0714,44,3062.84,3068.51,5.67,OK,1,Tampering_Intermittent,2023,August,1000,56.7,EM,Synthetic
SYN_T_0714,45,3068.51,3078.51,10.0,OK,0,,2023,September,1000,100.0,EM,Synthetic
SYN_T_0714,46,3078.51,3088.51,10.0,OK,0,,2023,October,1000,100.0,EM,Synthetic
SYN_T_0714,47,3088.51,3098.51,10.0,OK,0,,2023,November,1000,100.0,EM,Synthetic
SYN_T_0714,48,3098.51,3108.51,10.0,OK,0,,2023,December,1000,100.0,EM,Synthetic
SYN_T_0714,49,3108.51,3119.2,10.69,OK,0,,2024,January,1000,106.89999999999999,EM,Synthetic
SYN_T_0714,50,3119.2,3128.12,8.92,OK,1,Tampering_Intermittent,2024,February,1000,89.2,EM,Synthetic
SYN_T_0714,51,3128.12,3139.58,11.46,OK,0,,2024,March,1000,114.60000000000001,EM,Synthetic
SYN_T_0714,52,3139.58,3143.48,3.9,OK,1,Tampering_Intermittent,2024,April,1000,39.0,EM,Synthetic
SYN_T_0714,53,3143.48,3155.84,12.37,OK,0,,2024,May,1000,123.69999999999999,EM,Synthetic
SYN_T_0714,54,3155.84,3166.14,10.29,OK,0,,2024,June,1000,102.89999999999999,EM,Synthetic
SYN_T_0714,55,3166.14,3171.68,5.54,OK,1,Tampering_Intermittent,2024,July,1000,55.4,EM,Synthetic
SYN_T_0714,56,3171.68,3181.68,10.0,OK,0,,2024,August,1000,100.0,EM,Synthetic
SYN_T_0714,57,3181.68,3187.22,5.53,OK,1,Tampering_Intermittent,2024,September,1000,55.300000000000004,EM,Synthetic
SYN_T_0714,58,3187.22,3197.22,10.0,OK,0,,2024,October,1000,100.0,EM,Synthetic
SYN_T_0714,59,3197.22,3203.41,6.2,OK,1,Tampering_Intermittent,2024,November,1000,62.0,EM,Synthetic
SYN_T_0714,60,3203.41,3214.61,11.2,OK,0,,2024,December,1000,112.0,EM,Synthetic
SYN_T_0733,1,24220.45,24276.4,55.95,OK,0,,2020,January,1000,559.5,EM,Synthetic
SYN_T_0733,2,24276.4,24340.45,64.05,OK,0,,2020,February,1000,640.5,EM,Synthetic
SYN_T_0733,3,24340.45,24421.97,81.52,OK,0,,2020,March,1000,815.1999999999999,EM,Synthetic
SYN_T_0733,4,24421.97,24500.86,78.89,OK,0,,2020,April,1000,788.9,EM,Synthetic
SYN_T_0733,5,24500.86,24573.34,72.48,OK,0,,2020,May,1000,724.8000000000001,EM,Synthetic
SYN_T_0733,6,24573.34,24639.55,66.21,OK,0,,2020,June,1000,662.0999999999999,EM,Synthetic
SYN_T_0733,7,24639.55,24694.13,54.59,OK,0,,2020,July,1000,545.9000000000001,EM,Synthetic
SYN_T_0733,8,24694.13,24740.41,46.27,OK,0,,2020,August,1000,462.70000000000005,EM,Synthetic
SYN_T_0733,9,24740.41,24772.21,31.81,OK,0,,2020,September,1000,318.09999999999997,EM,Synthetic
SYN_T_0733,10,24772.21,24815.29,43.08,OK,0,,2020,October,1000,430.79999999999995,EM,Synthetic
SYN_T_0733,11,24815.29,24875.62,60.34,OK,0,,2020,November,1000,603.4000000000001,EM,Synthetic
SYN_T_0733,12,24875.62,24923.52,47.9,OK,0,,2020,December,1000,479.0,EM,Synthetic
SYN_T_0733,13,24923.52,24984.45,60.93,OK,0,,2021,January,1000,609.3,EM,Synthetic
SYN_T_0733,14,24984.45,25040.8,56.35,OK,0,,2021,February,1000,563.5,EM,Synthetic
SYN_T_0733,15,25040.8,25108.71,67.9,OK,0,,2021,March,1000,679.0,EM,Synthetic
SYN_T_0733,16,25108.71,25178.2,69.5,OK,0,,2021,April,1000,695.0,EM,Synthetic
SYN_T_0733,17,25178.2,25247.01,68.8,OK,0,,2021,May,1000,688.0,EM,Synthetic
SYN_T_0733,18,25247.01,25305.31,58.31,OK,0,,2021,June,1000,583.1,EM,Synthetic
SYN_T_0733,19,25305.31,25315.01,9.69,OK,1,Tampering_Intermittent,2021,July,1000,96.89999999999999,EM,Synthetic
SYN_T_0733,20,25315.01,25324.18,9.18,OK,1,Tampering_Intermittent,2021,August,1000,91.8,EM,Synthetic
SYN_T_0733,21,25324.18,25363.2,39.01,OK,0,,2021,September,1000,390.09999999999997,EM,Synthetic
SYN_T_0733,22,25363.2,25410.65,47.46,OK,0,,2021,October,1000,474.6,EM,Synthetic
SYN_T_0733,23,25410.65,25457.72,47.06,OK,0,,2021,November,1000,470.6,EM,Synthetic
SYN_T_0733,24,25457.72,25516.21,58.49,OK,0,,2021,December,1000,584.9,EM,Synthetic
SYN_T_0733,25,25516.21,25580.81,64.6,OK,0,,2022,January,1000,646.0,EM,Synthetic
SYN_T_0733,26,25580.81,25657.68,76.86,OK,0,,2022,February,1000,768.6,EM,Synthetic
SYN_T_0733,27,25657.68,25663.05,5.37,OK,1,Tampering_Intermittent,2022,March,1000,53.7,EM,Synthetic
SYN_T_0733,28,25663.05,25665.9,2.85,OK,1,Tampering_Intermittent,2022,April,1000,28.5,EM,Synthetic
SYN_T_0733,29,25665.9,25748.84,82.94,OK,0,,2022,May,1000,829.4,EM,Synthetic
SYN_T_0733,30,25748.84,25753.89,5.05,OK,1,Tampering_Intermittent,2022,June,1000,50.5,EM,Synthetic
SYN_T_0733,31,25753.89,25759.59,5.7,OK,1,Tampering_Intermittent,2022,July,1000,57.0,EM,Synthetic
SYN_T_0733,32,25759.59,25804.59,45.0,OK,0,,2022,August,1000,450.0,EM,Synthetic
SYN_T_0733,33,25804.59,25825.83,21.24,OK,0,,2022,September,1000,212.39999999999998,EM,Synthetic
SYN_T_0733,34,25825.83,25832.34,6.51,OK,1,Tampering_Intermittent,2022,October,1000,65.1,EM,Synthetic
SYN_T_0733,35,25832.34,25873.58,41.24,OK,0,,2022,November,1000,412.40000000000003,EM,Synthetic
SYN_T_0733,36,25873.58,25879.16,5.58,OK,1,Tampering_Intermittent,2022,December,1000,55.8,EM,Synthetic
SYN_T_0733,37,25879.16,25887.64,8.48,OK,1,Tampering_Intermittent,2023,January,1000,84.80000000000001,EM,Synthetic
SYN_T_0733,38,25887.64,25973.18,85.54,OK,0,,2023,February,1000,855.4000000000001,EM,Synthetic
SYN_T_0733,39,25973.18,26047.15,73.97,OK,0,,2023,March,1000,739.7,EM,Synthetic
SYN_T_0733,40,26047.15,26053.55,6.4,OK,1,Tampering_Intermittent,2023,April,1000,64.0,EM,Synthetic
SYN_T_0733,41,26053.55,26063.31,9.76,OK,1,Tampering_Intermittent,2023,May,1000,97.6,EM,Synthetic
SYN_T_0733,42,26063.31,26117.91,54.59,OK,0,,2023,June,1000,545.9000000000001,EM,Synthetic
SYN_T_0733,43,26117.91,26125.48,7.57,OK,1,Tampering_Intermittent,2023,July,1000,75.7,EM,Synthetic
SYN_T_0733,44,26125.48,26185.0,59.52,OK,0,,2023,August,1000,595.2,EM,Synthetic
SYN_T_0733,45,26185.0,26218.16,33.17,OK,0,,2023,September,1000,331.70000000000005,EM,Synthetic
SYN_T_0733,46,26218.16,26222.7,4.54,OK,1,Tampering_Intermittent,2023,October,1000,45.4,EM,Synthetic
SYN_T_0733,47,26222.7,26268.1,45.4,OK,0,,2023,November,1000,454.0,EM,Synthetic
SYN_T_0733,48,26268.1,26276.41,8.3,OK,1,Tampering_Intermittent,2023,December,1000,83.0,EM,Synthetic
SYN_T_0733,49,26276.41,26352.02,75.62,OK,0,,2024,January,1000,756.2,EM,Synthetic
SYN_T_0733,50,26352.02,26357.45,5.43,OK,1,Tampering_Intermittent,2024,February,1000,54.3,EM,Synthetic
SYN_T_0733,51,26357.45,26365.48,8.03,OK,1,Tampering_Intermittent,2024,March,1000,80.3,EM,Synthetic
SYN_T_0733,52,26365.48,26372.88,7.4,OK,1,Tampering_Intermittent,2024,April,1000,74.0,EM,Synthetic
SYN_T_0733,53,26372.88,26374.91,2.03,OK,1,Tampering_Intermittent,2024,May,1000,20.299999999999997,EM,Synthetic
SYN_T_0733,54,26374.91,26383.68,8.78,OK,1,Tampering_Intermittent,2024,June,1000,87.8,EM,Synthetic
SYN_T_0733,55,26383.68,26393.46,9.78,OK,1,Tampering_Intermittent,2024,July,1000,97.8,EM,Synthetic
SYN_T_0733,56,26393.46,26402.54,9.08,OK,1,Tampering_Intermittent,2024,August,1000,90.8,EM,Synthetic
SYN_T_0733,57,26402.54,26410.22,7.68,OK,1,Tampering_Intermittent,2024,September,1000,76.8,EM,Synthetic
SYN_T_0733,58,26410.22,26418.05,7.83,OK,1,Tampering_Intermittent,2024,October,1000,78.3,EM,Synthetic
SYN_T_0733,59,26418.05,26424.92,6.88,OK,1,Tampering_Intermittent,2024,November,1000,68.8,EM,Synthetic
SYN_T_0733,60,26424.92,26431.99,7.07,OK,1,Tampering_Intermittent,2024,December,1000,70.7,EM,Synthetic
SYN_N_0456,1,5238.29,5248.29,10.0,OK,0,,2020,January,1000,100.0,EM,Synthetic
SYN_N_0456,2,5248.29,5258.29,10.0,OK,0,,2020,February,1000,100.0,EM,Synthetic
SYN_N_0456,3,5258.29,5271.18,12.89,OK,0,,2020,March,1000,128.9,EM,Synthetic
SYN_N_0456,4,5271.18,5282.11,10.93,OK,0,,2020,April,1000,109.3,EM,Synthetic
SYN_N_0456,5,5282.11,5292.7,10.59,OK,0,,2020,May,1000,105.9,EM,Synthetic
SYN_N_0456,6,5292.7,5302.7,10.0,OK,0,,2020,June,1000,100.0,EM,Synthetic
SYN_N_0456,7,5302.7,5312.7,10.0,OK,0,,2020,July,1000,100.0,EM,Synthetic
SYN_N_0456,8,5312.7,5322.7,10.0,OK,0,,2020,August,1000,100.0,EM,Synthetic
SYN_N_0456,9,5322.7,5333.72,11.01,OK,0,,2020,September,1000,110.1,EM,Synthetic
SYN_N_0456,10,5333.72,5343.72,10.0,OK,0,,2020,October,1000,100.0,EM,Synthetic
SYN_N_0456,11,5343.72,5353.72,10.0,OK,0,,2020,November,1000,100.0,EM,Synthetic
SYN_N_0456,12,5353.72,5364.11,10.39,OK,0,,2020,December,1000,103.9,EM,Synthetic
SYN_N_0456,13,5364.11,5376.52,12.42,OK,0,,2021,January,1000,124.2,EM,Synthetic
SYN_N_0456,14,5376.52,5388.39,11.87,OK,0,,2021,February,1000,118.69999999999999,EM,Synthetic
SYN_N_0456,15,5388.39,5400.8,12.41,OK,0,,2021,March,1000,124.1,EM,Synthetic
SYN_N_0456,16,5400.8,5415.89,15.09,OK,0,,2021,April,1000,150.9,EM,Synthetic
SYN_N_0456,17,5415.89,5425.89,10.0,OK,0,,2021,May,1000,100.0,EM,Synthetic
SYN_N_0456,18,5425.89,5438.1,12.21,OK,0,,2021,June,1000,122.10000000000001,EM,Synthetic
SYN_N_0456,19,5438.1,5448.1,10.0,OK,0,,2021,July,1000,100.0,EM,Synthetic
SYN_N_0456,20,5448.1,5458.1,10.0,OK,0,,2021,August,1000,100.0,EM,Synthetic
SYN_N_0456,21,5458.1,5468.1,10.0,OK,0,,2021,September,1000,100.0,EM,Synthetic
SYN_N_0456,22,5468.1,5478.1,10.0,OK,0,,2021,October,1000,100.0,EM,Synthetic
SYN_N_0456,23,5478.1,5488.1,10.0,OK,0,,2021,November,1000,100.0,EM,Synthetic
SYN_N_0456,24,5488.1,5498.1,10.0,OK,0,,2021,December,1000,100.0,EM,Synthetic
SYN_N_0456,25,5498.1,5508.1,10.0,OK,0,,2022,January,1000,100.0,EM,Synthetic
SYN_N_0456,26,5508.1,5521.35,13.25,OK,0,,2022,February,1000,132.5,EM,Synthetic
SYN_N_0456,27,5521.35,5534.3,12.95,OK,0,,2022,March,1000,129.5,EM,Synthetic
SYN_N_0456,28,5534.3,5548.39,14.09,OK,0,,2022,April,1000,140.9,EM,Synthetic
SYN_N_0456,29,5548.39,5560.96,12.56,OK,0,,2022,May,1000,125.60000000000001,EM,Synthetic
SYN_N_0456,30,5560.96,5572.78,11.82,OK,0,,2022,June,1000,118.2,EM,Synthetic
SYN_N_0456,31,5572.78,5582.85,10.07,OK,0,,2022,July,1000,100.7,EM,Synthetic
SYN_N_0456,32,5582.85,5592.85,10.0,OK,0,,2022,August,1000,100.0,EM,Synthetic
SYN_N_0456,33,5592.85,5602.85,10.0,OK,0,,2022,September,1000,100.0,EM,Synthetic
SYN_N_0456,34,5602.85,5612.85,10.0,OK,0,,2022,October,1000,100.0,EM,Synthetic
SYN_N_0456,35,5612.85,5622.85,10.0,OK,0,,2022,November,1000,100.0,EM,Synthetic
SYN_N_0456,36,5622.85,5632.85,10.0,OK,0,,2022,December,1000,100.0,EM,Synthetic
SYN_N_0456,37,5632.85,5645.86,13.01,OK,0,,2023,January,1000,130.1,EM,Synthetic
SYN_N_0456,38,5645.86,5657.44,11.58,OK,0,,2023,February,1000,115.8,EM,Synthetic
SYN_N_0456,39,5657.44,5671.36,13.92,OK,0,,2023,March,1000,139.2,EM,Synthetic
SYN_N_0456,40,5671.36,5684.19,12.84,OK,0,,2023,April,1000,128.4,EM,Synthetic
SYN_N_0456,41,5684.19,5696.99,12.8,OK,0,,2023,May,1000,128.0,EM,Synthetic
SYN_N_0456,42,5696.99,5708.37,11.38,OK,0,,2023,June,1000,113.80000000000001,EM,Synthetic
SYN_N_0456,43,5708.37,5718.37,10.0,OK,0,,2023,July,1000,100.0,EM,Synthetic
SYN_N_0456,44,5718.37,5728.37,10.0,OK,0,,2023,August,1000,100.0,EM,Synthetic
SYN_N_0456,45,5728.37,5738.37,10.0,OK,0,,2023,September,1000,100.0,EM,Synthetic
SYN_N_0456,46,5738.37,5748.37,10.0,OK,0,,2023,October,1000,100.0,EM,Synthetic
SYN_N_0456,47,5748.37,5758.37,10.0,OK,0,,2023,November,1000,100.0,EM,Synthetic
SYN_N_0456,48,5758.37,5768.37,10.0,OK,0,,2023,December,1000,100.0,EM,Synthetic
SYN_N_0456,49,5768.37,5779.13,10.76,OK,0,,2024,January,1000,107.6,EM,Synthetic
SYN_N_0456,50,5779.13,5792.94,13.81,OK,0,,2024,February,1000,138.1,EM,Synthetic
SYN_N_0456,51,5792.94,5805.57,12.63,OK,0,,2024,March,1000,126.30000000000001,EM,Synthetic
SYN_N_0456,52,5805.57,5816.78,11.2,OK,0,,2024,April,1000,112.0,EM,Synthetic
SYN_N_0456,53,5816.78,5828.84,12.06,OK,0,,2024,May,1000,120.60000000000001,EM,Synthetic
SYN_N_0456,54,5828.84,5838.84,10.0,OK,0,,2024,June,1000,100.0,EM,Synthetic
SYN_N_0456,55,5838.84,5848.84,10.0,OK,0,,2024,July,1000,100.0,EM,Synthetic
SYN_N_0456,56,5848.84,5858.84,10.0,OK,0,,2024,August,1000,100.0,EM,Synthetic
SYN_N_0456,57,5858.84,5868.84,10.0,OK,0,,2024,September,1000,100.0,EM,Synthetic
SYN_N_0456,58,5868.84,5878.84,10.0,OK,0,,2024,October,1000,100.0,EM,Synthetic
SYN_N_0456,59,5878.84,5889.54,10.7,OK,0,,2024,November,1000,107.0,EM,Synthetic
SYN_N_0456,60,5889.54,5899.54,10.0,OK,0,,2024,December,1000,100.0,EM,Synthetic
SYN_T_0721,1,5781.03,5985.31,204.29,OK,0,,2020,January,1000,2042.8999999999999,EM,Synthetic
SYN_T_0721,2,5985.31,6161.64,176.32,OK,0,,2020,February,1000,1763.1999999999998,EM,Synthetic
SYN_T_0721,3,6161.64,6430.61,268.97,OK,0,,2020,March,1000,2689.7000000000003,EM,Synthetic
SYN_T_0721,4,6430.61,6663.46,232.85,OK,0,,2020,April,1000,2328.5,EM,Synthetic
SYN_T_0721,5,6663.46,6916.76,253.3,OK,0,,2020,May,1000,2533.0,EM,Synthetic
SYN_T_0721,6,6916.76,7083.39,166.63,OK,0,,2020,June,1000,1666.3,EM,Synthetic
SYN_T_0721,7,7083.39,7282.86,199.47,OK,0,,2020,July,1000,1994.7,EM,Synthetic
SYN_T_0721,8,7282.86,7437.18,154.32,OK,0,,2020,August,1000,1543.1999999999998,EM,Synthetic
SYN_T_0721,9,7437.18,7560.72,123.54,OK,0,,2020,September,1000,1235.4,EM,Synthetic
SYN_T_0721,10,7560.72,7703.65,142.93,TAMPERED,0,,2020,October,1000,1429.3000000000002,EM,Synthetic
SYN_T_0721,11,7703.65,7899.57,195.91,OK,0,,2020,November,1000,1959.1,EM,Synthetic
SYN_T_0721,12,7899.57,8077.75,178.18,OK,0,,2020,December,1000,1781.8000000000002,EM,Synthetic
SYN_T_0721,13,8077.75,8255.11,177.36,OK,0,,2021,January,1000,1773.6000000000001,EM,Synthetic
SYN_T_0721,14,8255.11,8540.9,285.79,OK,0,,2021,February,1000,2857.9,EM,Synthetic
SYN_T_0721,15,8540.9,8787.71,246.81,OK,0,,2021,March,1000,2468.1,EM,Synthetic
SYN_T_0721,16,8787.71,9073.84,286.13,OK,0,,2021,April,1000,2861.3,EM,Synthetic
SYN_T_0721,17,9073.84,9349.51,275.68,OK,0,,2021,May,1000,2756.8,EM,Synthetic
SYN_T_0721,18,9349.51,9580.62,231.11,OK,0,,2021,June,1000,2311.1000000000004,EM,Synthetic
SYN_T_0721,19,9580.62,9746.38,165.75,OK,0,,2021,July,1000,1657.5,EM,Synthetic
SYN_T_0721,20,9746.38,9853.12,106.75,OK,0,,2021,August,1000,1067.5,EM,Synthetic
SYN_T_0721,21,9853.12,9974.32,121.19,TAMPERED,0,,2021,September,1000,1211.9,EM,Synthetic
SYN_T_0721,22,9974.32,10095.68,121.37,OK,0,,2021,October,1000,1213.7,EM,Synthetic
SYN_T_0721,23,10095.68,10248.03,152.35,TAMPERED,0,,2021,November,1000,1523.5,EM,Synthetic
SYN_T_0721,24,10248.03,10432.35,184.32,OK,0,,2021,December,1000,1843.1999999999998,EM,Synthetic
SYN_T_0721,25,10432.35,10612.25,179.9,OK,0,,2022,January,1000,1799.0,EM,Synthetic
SYN_T_0721,26,10612.25,10832.42,220.17,OK,0,,2022,February,1000,2201.7,EM,Synthetic
SYN_T_0721,27,10832.42,10840.9,8.47,OK,1,Bypass,2022,March,1000,84.7,EM,Synthetic
SYN_T_0721,28,10840.9,10844.77,3.88,OK,1,Bypass,2022,April,1000,38.8,EM,Synthetic
SYN_T_0721,29,10844.77,10850.24,5.46,TAMPERED,1,Bypass,2022,May,1000,54.6,EM,Synthetic
SYN_T_0721,30,10850.24,10858.9,8.67,OK,1,Bypass,2022,June,1000,86.7,EM,Synthetic
SYN_T_0721,31,10858.9,10863.46,4.55,OK,1,Bypass,2022,July,1000,45.5,EM,Synthetic
SYN_T_0721,32,10863.46,10871.15,7.69,OK,1,Bypass,2022,August,1000,76.9,EM,Synthetic
SYN_T_0721,33,10871.15,10877.3,6.15,OK,1,Bypass,2022,September,1000,61.5,EM,Synthetic
SYN_T_0721,34,10877.3,10879.47,2.17,OK,1,Bypass,2022,October,1000,21.7,EM,Synthetic
SYN_T_0721,35,10879.47,10887.4,7.92,OK,1,Bypass,2022,November,1000,79.2,EM,Synthetic
SYN_T_0721,36,10887.4,10891.39,4.0,OK,1,Bypass,2022,December,1000,40.0,EM,Synthetic
SYN_T_0721,37,10891.39,10894.46,3.06,OK,1,Bypass,2023,January,1000,30.6,EM,Synthetic
SYN_T_0721,38,10894.46,10902.08,7.63,OK,1,Bypass,2023,February,1000,76.3,EM,Synthetic
SYN_T_0721,39,10902.08,10907.2,5.11,TAMPERED,1,Bypass,2023,March,1000,51.1,EM,Synthetic
SYN_T_0721,40,10907.2,10913.14,5.94,OK,1,Bypass,2023,April,1000,59.400000000000006,EM,Synthetic
SYN_T_0721,41,10913.14,10919.19,6.05,OK,1,Bypass,2023,May,1000,60.5,EM,Synthetic
SYN_T_0721,42,10919.19,10922.39,3.2,OK,1,Bypass,2023,June,1000,32.0,EM,Synthetic
SYN_T_0721,43,10922.39,10927.68,5.29,OK,1,Bypass,2023,July,1000,52.9,EM,Synthetic
SYN_T_0721,44,10927.68,10933.02,5.34,OK,1,Bypass,2023,August,1000,53.4,EM,Synthetic
SYN_T_0721,45,10933.02,10936.86,3.84,OK,1,Bypass,2023,September,1000,38.4,EM,Synthetic
SYN_T_0721,46,10936.86,10946.2,9.34,OK,1,Bypass,2023,October,1000,93.4,EM,Synthetic
SYN_T_0721,47,10946.2,10953.01,6.8,OK,1,Bypass,2023,November,1000,68.0,EM,Synthetic
SYN_T_0721,48,10953.01,10962.24,9.24,OK,1,Bypass,2023,December,1000,92.4,EM,Synthetic
SYN_T_0721,49,10962.24,10969.2,6.95,OK,1,Bypass,2024,January,1000,69.5,EM,Synthetic
SYN_T_0721,50,10969.2,10971.73,2.53,OK,1,Bypass,2024,February,1000,25.299999999999997,EM,Synthetic
SYN_T_0721,51,10971.73,10974.42,2.69,OK,1,Bypass,2024,March,1000,26.9,EM,Synthetic
SYN_T_0721,52,10974.42,10981.13,6.72,OK,1,Bypass,2024,April,1000,67.2,EM,Synthetic
SYN_T_0721,53,10981.13,10988.28,7.15,OK,1,Bypass,2024,May,1000,71.5,EM,Synthetic
SYN_T_0721,54,10988.28,10993.48,5.2,OK,1,Bypass,2024,June,1000,52.0,EM,Synthetic
SYN_T_0721,55,10993.48,10999.55,6.07,OK,1,Bypass,2024,July,1000,60.7,EM,Synthetic
SYN_T_0721,56,10999.55,11003.31,3.75,OK,1,Bypass,2024,August,1000,37.5,EM,Synthetic
SYN_T_0721,57,11003.31,11010.06,6.76,TAMPERED,1,Bypass,2024,September,1000,67.6,EM,Synthetic
SYN_T_0721,58,11010.06,11019.93,9.87,OK,1,Bypass,2024,October,1000,98.69999999999999,EM,Synthetic
SYN_T_0721,59,11019.93,11027.61,7.68,OK,1,Bypass,2024,November,1000,76.8,EM,Synthetic
SYN_T_0721,60,11027.61,11029.88,2.27,OK,1,Bypass,2024,December,1000,22.7,EM,Synthetic
SYN_T_0617,1,32529.62,32605.37,75.75,OK,0,,2020,January,1000,757.5,EM,Synthetic
SYN_T_0617,2,32605.37,32707.89,102.52,OK,0,,2020,February,1000,1025.2,EM,Synthetic
SYN_T_0617,3,32707.89,32786.56,78.68,OK,0,,2020,March,1000,786.8000000000001,EM,Synthetic
SYN_T_0617,4,32786.56,32915.02,128.46,OK,0,,2020,April,1000,1284.6000000000001,EM,Synthetic
SYN_T_0617,5,32915.02,33015.76,100.74,OK,0,,2020,May,1000,1007.4,EM,Synthetic
SYN_T_0617,6,33015.76,33102.01,86.24,OK,0,,2020,June,1000,862.4,EM,Synthetic
SYN_T_0617,7,33102.01,33190.64,88.64,OK,0,,2020,July,1000,886.4,EM,Synthetic
SYN_T_0617,8,33190.64,33258.43,67.79,OK,0,,2020,August,1000,677.9000000000001,EM,Synthetic
SYN_T_0617,9,33258.43,33309.6,51.16,OK,0,,2020,September,1000,511.59999999999997,EM,Synthetic
SYN_T_0617,10,33309.6,33377.33,67.73,OK,0,,2020,October,1000,677.3000000000001,EM,Synthetic
